"","ENV","STATE","CITY","PED","FAR","FC","HYB","YEAR","REP","FS","CC","WRT","Density","CI","CD","PER","YIELD","SPC1","SPC2","SPC3","SPC4","SPC5","SPC6","WPC1","WPC2","WPC3"
"47","Erisman2018","ILLINOIS","Pana","NG10.S7","Erisman","JE","ORG5",2018,2,"Mix","Mixed","High","Low","Low","High","Present",98.7,-0.798227097938339,-1.09804493446826,-1.17563687074572,-0.937438049978454,-0.404870559864631,2.63944416230013,7.19007330945771,0.511225730162061,0.0869203448381169
"48","Erisman2018","ILLINOIS","Pana","P31.A22","Erisman","JE","KEV3",2018,2,"Mix","Mixed","High","Low","Low","High","Present",128.3,-0.798364191848382,-1.09911040832952,-1.17313587869668,-0.937545391398321,-0.407691518987582,2.63667253977349,7.19007330945771,0.511225730162061,0.0869203448381169
"49","Glazik2018","ILLINOIS","Paxton","59R5","Glazik","WG","CHECK1",2018,1,"Green","Mixed","Moderate","Low","Medium","High","Absent",129.2,0.570695504666287,-1.07168178970459,-1.98286095353865,-0.125016518386658,1.25131258505729,-1.09036517478148,4.85898900466333,1.88329705200516,-0.363005281735848
"50","Glazik2018","ILLINOIS","Paxton","F34.A22","Glazik","WG","KEV1",2018,1,"Green","Mixed","Moderate","Low","Medium","High","Absent",129.4,0.570558410756244,-1.07274726356585,-1.98035996148961,-0.125123859806525,1.24849162593434,-1.09313679730812,4.85898900466333,1.88329705200516,-0.363005281735848
"51","Glazik2018","ILLINOIS","Paxton","H69.A22","Glazik","WG","KEV2",2018,1,"Green","Mixed","Moderate","Low","Medium","High","Absent",98.2,0.749021847968039,-1.09202650251858,-1.88182875203522,-0.373728587919503,1.47238614444041,-1.3754853664944,4.85898900466333,1.88329705200516,-0.363005281735848
"52","Glazik2018","ILLINOIS","Paxton","P31.A22","Glazik","WG","KEV3",2018,1,"Green","Mixed","Moderate","Low","Medium","High","Absent",109.3,0.748884754057995,-1.09309197637984,-1.87932775998618,-0.373835929339369,1.46956518531745,-1.37825698902104,4.85898900466333,1.88329705200516,-0.363005281735848
"53","Glazik2018","ILLINOIS","Paxton","59R5","Glazik","WG","CHECK1",2018,2,"Green","Mixed","Moderate","Low","Medium","High","Absent",120.1,0.697103927329462,-1.06476288682572,-1.73908927175304,-0.417812734521145,1.44852381717109,-1.43373170346072,4.85898900466333,1.88329705200516,-0.363005281735848
"54","Glazik2018","ILLINOIS","Paxton","F34.A22","Glazik","WG","KEV1",2018,2,"Green","Mixed","Moderate","Low","Medium","High","Absent",75.8,0.696966833419418,-1.06582836068698,-1.736588279704,-0.417920075941012,1.44570285804814,-1.43650332598736,4.85898900466333,1.88329705200516,-0.363005281735848
"55","Glazik2018","ILLINOIS","Paxton","H69.A22","Glazik","WG","KEV2",2018,2,"Green","Mixed","Moderate","Low","Medium","High","Absent",74.9,0.908307715566105,-0.838844849124629,-1.66261533157767,-0.435168216433593,1.4155032142636,-1.45820080416645,4.85898900466333,1.88329705200516,-0.363005281735848
"56","Glazik2018","ILLINOIS","Paxton","P31.A22","Glazik","WG","KEV3",2018,2,"Green","Mixed","Moderate","Low","Medium","High","Absent",96.4,0.908170621656062,-0.839910322985889,-1.66011433952863,-0.435275557853459,1.41268225514065,-1.46097242669308,4.85898900466333,1.88329705200516,-0.363005281735848
"57","Gray2018","ILLINOIS","Watseka","17.461","Gray","MG","ORG1",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",100.4,-3.47540834431684,2.53187784462409,-2.91895670908614,0.779397934116024,1.44607645130447,-0.873291898457754,4.43028328554232,1.51313253121801,-0.368819697268957
"58","Gray2018","ILLINOIS","Watseka","17.2B24","Gray","MG","ORG4",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",103,-3.47554543822688,2.53081237076283,-2.9164557170371,0.779290592696158,1.44325549218152,-0.876063520984391,4.43028328554232,1.51313253121801,-0.368819697268957
"59","Gray2018","ILLINOIS","Watseka","461.2B24","Gray","MG","ORG2",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",98.3,-3.5842650748511,1.70416883608805,-3.43893232372818,1.16451475319359,0.867386677753039,-0.793712480536266,4.43028328554232,1.51313253121801,-0.368819697268957
"60","Gray2018","ILLINOIS","Watseka","59R5","Gray","MG","CHECK1",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",109.2,-3.58440216876115,1.70310336222679,-3.43643133167914,1.16440741177372,0.864565718630087,-0.796484103062902,4.43028328554232,1.51313253121801,-0.368819697268957
"61","Gray2018","ILLINOIS","Watseka","F34.A22","Gray","MG","KEV1",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",23.7,-3.87010448445426,1.8450060546528,-3.64047756955661,1.03828798123868,0.992383924674449,-0.738647029447839,4.43028328554232,1.51313253121801,-0.368819697268957
"62","Gray2018","ILLINOIS","Watseka","H69.A22","Gray","MG","KEV2",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",100.3,-3.8702415783643,1.84394058079154,-3.63797657750757,1.03818063981881,0.989562965551498,-0.741418651974475,4.43028328554232,1.51313253121801,-0.368819697268957
"63","Gray2018","ILLINOIS","Watseka","NG10.S7","Gray","MG","ORG5",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",39.1,-3.62276756922351,1.55408701291911,-3.57252200584722,1.24526277018447,0.681474569240215,-0.81206239843818,4.43028328554232,1.51313253121801,-0.368819697268957
"64","Gray2018","ILLINOIS","Watseka","P31.A22","Gray","MG","KEV3",2018,1,"Green","Mixed","Moderate","Low","High","Low","Absent",91.3,-3.62290466313355,1.55302153905785,-3.57002101379818,1.24515542876461,0.678653610117264,-0.814834020964816,4.43028328554232,1.51313253121801,-0.368819697268957
"65","Gray2018","ILLINOIS","Watseka","17.461","Gray","MG","ORG1",2018,2,"Green","Mixed","Moderate","Medium","High","Low","Absent",97.4,-4.1387971248131,1.34983298316782,-4.01680859637096,1.33751841403757,0.563167057892375,-0.439211288362176,4.43028328554232,1.51313253121801,-0.368819697268957
"66","Gray2018","ILLINOIS","Watseka","17.2B24","Gray","MG","ORG4",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",108,-4.13893421872314,1.34876750930656,-4.01430760432192,1.3374110726177,0.560346098769425,-0.441982910888812,4.43028328554232,1.51313253121801,-0.368819697268957
"67","Gray2018","ILLINOIS","Watseka","461.2B24","Gray","MG","ORG2",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",85,-3.70345790169616,2.04940658281646,-3.47461112234707,0.908128961865352,0.954704116812917,-0.909116162586292,4.43028328554232,1.51313253121801,-0.368819697268957
"68","Gray2018","ILLINOIS","Watseka","59R5","Gray","MG","CHECK1",2018,2,"Green","Mixed","Moderate","Medium","High","Low","Absent",73.1,-3.70359499560621,2.0483411089552,-3.47211013029803,0.908021620445486,0.951883157689967,-0.911887785112928,4.43028328554232,1.51313253121801,-0.368819697268957
"69","Gray2018","ILLINOIS","Watseka","F34.A22","Gray","MG","KEV1",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",28.5,-3.90221034803421,1.38117343230122,-3.84265769503808,1.39203571825538,0.491865021992092,-0.563852611251369,4.43028328554232,1.51313253121801,-0.368819697268957
"70","Gray2018","ILLINOIS","Watseka","H69.A22","Gray","MG","KEV2",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",98.7,-3.90234744194425,1.38010795843996,-3.84015670298904,1.39192837683552,0.48904406286914,-0.566624233778005,4.43028328554232,1.51313253121801,-0.368819697268957
"71","Gray2018","ILLINOIS","Watseka","NG10.S7","Gray","MG","ORG5",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",47.8,-3.58060085059787,2.12322389816988,-3.27119032288646,0.944118950756943,0.93023478631093,-0.891643910499237,4.43028328554232,1.51313253121801,-0.368819697268957
"72","Gray2018","ILLINOIS","Watseka","P31.A22","Gray","MG","KEV3",2018,2,"Green","Mixed","Moderate","Low","High","Low","Absent",110.3,-3.58073794450791,2.12215842430863,-3.26868933083742,0.944011609337076,0.927413827187979,-0.894415533025873,4.43028328554232,1.51313253121801,-0.368819697268957
"73","Gruver2018","ILLINOIS","Macomb","17.461","Gruver","JG","ORG1",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",103.6,0.757807556922373,-1.76612452619376,-2.62831267082511,-2.00426995761997,1.05513251864808,-0.0983271254743683,4.68556468003838,1.89179843601052,-0.377821708392812
"74","Gruver2018","ILLINOIS","Macomb","17.2B24","Gruver","JG","ORG4",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",117.7,0.757670463012331,-1.76719000005502,-2.62581167877607,-2.00437729903984,1.05231155952513,-0.101098748001005,4.68556468003838,1.89179843601052,-0.377821708392812
"75","Gruver2018","ILLINOIS","Macomb","461.2B24","Gruver","JG","ORG2",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",76.7,0.81896315462599,-1.65304072268089,-2.55848678593548,-2.0640728467554,0.966970080914332,-0.130768000872036,4.68556468003838,1.89179843601052,-0.377821708392812
"76","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",158.4,0.818826060715946,-1.65410619654215,-2.55598579388645,-2.06418018817527,0.96414912179138,-0.133539623398672,4.68556468003838,1.89179843601052,-0.377821708392812
"77","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",158.4,1.16118676437604,-1.08148677407062,-1.42803862677187,-2.20225070530237,2.58982663289372,0.064720512057171,4.68556468003838,1.89179843601052,-0.377821708392812
"78","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",158.4,1.161049670466,-1.08255224793188,-1.42553763472283,-2.20235804672223,2.58700567377076,0.0619488895305353,4.68556468003838,1.89179843601052,-0.377821708392812
"79","Gruver2018","ILLINOIS","Macomb","F34.A22","Gruver","JG","KEV1",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",132,0.871700363695299,-1.75694590671816,-2.51154355203138,-2.01092090434205,0.939260217999016,-0.178072615730564,4.68556468003838,1.89179843601052,-0.377821708392812
"80","Gruver2018","ILLINOIS","Macomb","H69.A22","Gruver","JG","KEV2",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",132.6,0.803357646764868,-1.8388848102326,-2.55467217622988,-2.0450532727172,1.1898357651668,-0.202272840330328,4.68556468003838,1.89179843601052,-0.377821708392812
"81","Gruver2018","ILLINOIS","Macomb","NG10.S7","Gruver","JG","ORG5",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",125.4,0.864138280521347,-1.60225200678392,-2.36390668826184,-2.09748877847349,1.32756294133126,-0.190267344728643,4.68556468003838,1.89179843601052,-0.377821708392812
"82","Gruver2018","ILLINOIS","Macomb","P31.A22","Gruver","JG","KEV3",2018,1,"Animal","Grass","Low","Low","High","Low","Absent",113.4,0.87128908196517,-1.76014232830194,-2.50404057588426,-2.01124292860165,0.930797340630163,-0.186387483310473,4.68556468003838,1.89179843601052,-0.377821708392812
"83","Gruver2018","ILLINOIS","Macomb","17.461","Gruver","JG","ORG1",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",113.2,0.802946365034739,-1.84208123181638,-2.54716920008277,-2.0453752969768,1.18137288779795,-0.210587707910237,4.68556468003838,1.89179843601052,-0.377821708392812
"84","Gruver2018","ILLINOIS","Macomb","17.2B24","Gruver","JG","ORG4",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",108.5,0.863726998791218,-1.6054484283677,-2.35640371211473,-2.09781080273309,1.31910006396241,-0.198582212308553,4.68556468003838,1.89179843601052,-0.377821708392812
"85","Gruver2018","ILLINOIS","Macomb","461.2B24","Gruver","JG","ORG2",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",109.7,0.637643132117611,-1.71093440563684,-2.68497633252256,-2.0081840625627,0.873907197049654,-0.0392616364118975,4.68556468003838,1.89179843601052,-0.377821708392812
"86","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",161.5,0.637506038207568,-1.7119998794981,-2.68247534047352,-2.00829140398257,0.871086237926703,-0.0420332589385345,4.68556468003838,1.89179843601052,-0.377821708392812
"87","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",161.5,0.71645012575701,-1.83227158464024,-2.63114130683583,-1.98872167893076,1.03831461196607,-0.0840701779538064,4.68556468003838,1.89179843601052,-0.377821708392812
"88","Gruver2018","ILLINOIS","Macomb","59R5","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",161.5,0.716313031846966,-1.8333370585015,-2.62864031478679,-1.98882902035063,1.03549365284312,-0.0868418004804425,4.68556468003838,1.89179843601052,-0.377821708392812
"89","Gruver2018","ILLINOIS","Macomb","F34.A22","Gruver","JG","KEV1",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",102.8,0.634426462945426,-1.91740820113166,-2.78085956469532,-1.9778702721021,0.88590182441767,-0.104979799671439,4.68556468003838,1.89179843601052,-0.377821708392812
"90","Gruver2018","ILLINOIS","Macomb","H69.A22","Gruver","JG","KEV2",2018,2,"Animal","Grass","Low","Low","High","Low","Absent",108.8,0.634289369035382,-1.91847367499292,-2.77835857264628,-1.97797761352197,0.883080865294719,-0.107751422198075,4.68556468003838,1.89179843601052,-0.377821708392812
