EXP,YEAR,FAR,ENV,FC,STATE,CITY,HYB,CODE,REP,Lat,Long,PDT,NSRC,FS,CC,WRT,POP,STC,Area,POPadj,Density,YOM,Rotation,Rot_Seq,Perennials,CI,Species,DI,CD,PHT,EHT,SDL,SDS,MST,TWT,GWT,KWT300,YIELD,PRO,OIL,STA,DEN,FIB,CEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,SOC,TN,SoilCN,InorgN,Bray1P,POMC,POMN,POMCN,PMN,POXC,Sand,Silt,Clay,Prcp,Tmax,Tmin,Temp,TGDD,prcp_May,prcp_Jun,prcp_Jul,prcp_Aug,prcp_Sep,tmax_May,tmax_Jun,tmax_Jul,tmax_Aug,tmax_Sep,tmin_May,tmin_Jun,tmin_Jul,tmin_Aug,tmin_Sep,temp_May,temp_Jun,temp_Jul,temp_Aug,temp_Sep,GDD_May,GDD_Jun,GDD_Jul,GDD_Aug,GDD_Sep,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,461.2B24,ORG2,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,241,107,18.16,16.76,9.1,50.9,5.115379786,68.3,98.26458634,9.5,4.6,69.1,1.158,9.24,12.15,6.6,3.18,82,12,46,1654,246,169,20,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,59R5,CHECK1,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,230,97,19.07,17.48,9.8,59.6,7.481818894,81.4,142.6162435,6.9,3.1,73.7,1.249,9.85,12.15,6.6,3.18,82,12,46,1654,246,169,20,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,F34.A22,KEV1,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,225,95,21.28,20.25,12.2,55.6,9.000140688,75.7,166.993312,8.4,4.3,71.2,1.285,9.91,14.41,6.4,3.73,87,12,39,1885,292,177,19,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,H69.A22,KEV2,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,250,121,20.99,19.26,13.4,55.5,6.643842832,88.4,121.5885015,8.2,4.4,71.3,1.281,9.83,14.41,6.4,3.73,87,12,39,1885,292,177,19,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,NG10.S7,ORG5,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,220,85,18.16,16.02,8.5,55.5,6.573515454,67.7,127.1083398,8.4,3.7,71.3,1.207,9.5,14.28,6.2,3.18,82,12,43,1793,268,212,18,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Ambriole,Ambriole2018,AA,INDIANA,Tri-Lakes,P31.A22,KEV3,2,40.9754707,-85.3479351,43247,Duck,Mix,Mixed,Moderate,28000,25,0.001,25000,Low,5,Extensive,Soybean/CCG-Sorghum+Sudangrass-Tritcale Forage/CCM14-Corn,Absent,High,20,5,High,195,90,20.86,19.25,13.2,56,7.10438795,84.1,130.3171754,8.6,4.2,71.2,1.278,9.86,14.28,6.2,3.18,82,12,43,1793,268,212,18,19.27,1.86,10.3621,18.6,49,2.847457627,0.189830508,13.6442,34.752,630.792,43,29,28,603.83,80.77701935,60.01496,70.39598968,3057.255,92.72,143.68,115.54,206.17,45.72,79.15941935,81.2672,82.95451613,82.38316129,78.1208,54.29619355,62.2964,62.44554839,62.97625806,58.0604,66.72780645,71.7818,72.70003226,72.67970968,68.0906,505.746,638.622,688.14,696.591,528.156,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,17.461,ORG1,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,24,0.001,24000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,252,121,28.33,25.2,8.2,58.4,7.32374764,95.3,142.0794661,10.7,4.6,68,1.137,9.27,13.32,6.8,2.86,77,17,151,1894,224,344,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,17.2B24,ORG4,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,27,0.001,27000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,251,135,25.91,22.94,8.7,57.8,9.64080326,77.8,186.0112717,8.5,5.1,69.3,1.162,9.24,13.32,6.8,2.86,77,17,151,1894,224,344,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,461.2B24,ORG2,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,20,0.001,20000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,265,109,20.32,17.69,9.2,60.2,9.68489566,81,185.8386572,11.2,4.5,68,1.204,9.26,16.39,6.5,2.59,72,17,127,2168,315,313,20,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,59R5,CHECK1,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,26,0.001,26000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,292,138,25.78,22.1,9.3,63.8,9.63639402,79.4,184.7043402,7.3,3.4,73.1,1.265,9.92,16.39,6.5,2.59,72,17,127,2168,315,313,20,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,F34.A22,KEV1,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,24,0.001,24000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,246,121,23.68,19.62,9.3,62.3,9.69150952,84.7,185.7607594,7.5,3.7,72.5,1.263,9.82,15.14,6.7,3.02,80,19,170,2136,244,362,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,H69.A22,KEV2,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,15,0.001,15000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,258,124,24.5,22.9,9.7,65.4,7.53759578,93.2,143.838736,9.8,4.8,69.5,1.292,9.83,15.14,6.7,3.02,80,19,170,2136,244,362,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,NG10.S7,ORG5,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,28,0.001,28000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,280,143,24.3,21.93,8.4,60.6,9.283213896,83.3,179.7004211,9.5,4.4,69.6,1.216,9.47,13.92,6.6,2.62,72,18,140,1920,235,294,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,P31.A22,KEV3,1,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,24,0.001,24000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,241,90,25.6,23.56,9.3,63.6,8.80966152,89.6,168.8580515,8.9,4.5,70.7,1.277,9.88,13.92,6.6,2.62,72,18,140,1920,235,294,24,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,17.461,ORG1,2,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,11,0.001,11000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,232,106,21.24,18.33,8.6,57.4,4.85677786,91.9,93.81012181,11,4.5,68,1.151,9.3,15.57,6.4,2.7,74,18,117,2035,281,306,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,17.2B24,ORG4,2,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,30,0.001,30000,Medium,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,247,127,25.51,22.62,9,57.5,9.14255914,78.7,175.818445,8.4,5,69.5,1.158,9.21,15.57,6.4,2.7,74,18,117,2035,281,306,21,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,461.2B24,ORG2,2,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,27,0.001,27000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,245,114,23.39,21.45,9.4,59.3,6.54110754,78,125.2376042,10.9,4.7,67.9,1.194,9.2,14.65,6.9,3.05,80,19,174,2145,246,360,17,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,59R5,CHECK1,2,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,26,0.001,26000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,285,139,27.15,23.27,9.5,64.9,11.4970933,71.4,219.8831242,7.6,3.4,72.9,1.281,9.98,14.65,6.9,3.05,80,19,174,2145,246,360,17,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
OREI_ONFARM_TRIAL,2018,Buxton,Buxton2018,SB,ILLINOIS, Sullivan,F34.A22,KEV1,2,39.621811,-88.6740077,43243,Cattle,Mix,Mixed,Low,32000,22,0.001,22000,Low,6,Intensive,Pumpkin/CCM-CCM18-Corn,Absent,High,22,7.333333333,High,240,110,21.19,17.85,9.3,63.1,9.29467792,95.9,178.1545409,7.6,3.9,72.2,1.274,9.86,13.47,6.6,2.75,75,17,138,1875,219,280,23,17.538,1.533,11.4433,35.6,154,4.30625,0.299702381,14.1253,18.808,499.9104,13,58,29,565.5,84.12002194,63.53934452,73.82968323,3532.707,68.6,159.74,158.38,89.73,89.05,83.71458065,85.8764,84.19883871,84.40729032,82.403,60.9196129,65.5856,65.1316129,65.63909677,60.4208,72.31709677,75.731,74.66522581,75.02319355,71.4119,674.829,744.489,744.012,758.619,610.758,
